entry_index,name,packed_size,offset
113,517250.bvi,760,524670
114,519990.bvi,1048,525430
115,520145.bvi,364,526478
116,518859.bvi,112,526842
117,518867.bvi,652,526954
118,518871.bvi,220,527606
119,470699.bvi,7564,527826
120,471603.bvi,2056,535390
121,591527.bvi,6770,537446
122,591433.bvi,5632,544216
123,584781.bvi,190690,549848
124,584596.bvi,7262,740538
125,584608.bvi,85652,747800
126,584811.bvi,4582,833452
127,584677.bvi,4088,838034
128,584690.bvi,4558,842122
129,584693.bvi,8422,846680
130,584713.bvi,23114,855102
131,584930.bvi,11120,878216
132,584821.bvi,4096,889336
133,584717.bvi,4240,893432
134,584719.bvi,4026,897672
135,584721.bvi,12124,901698
136,584723.bvi,4376,913822
137,584725.bvi,5254,918198
138,584727.bvi,4084,923452
139,584729.bvi,4240,927536
140,584731.bvi,4822,931776
141,584733.bvi,4774,936598
142,587247.bvi,76,941372
143,510376.bvi,40,941448
144,510357.bvi,76,941488
145,510366.bvi,184,941564
146,545615.bvi,40,941748
147,330783.bvi,40,941788
148,425539.bvi,40,941828
149,322613.bvi,796,941868
150,65666.bvi,76,942664
151,65673.bvi,76,942740
152,65679.bvi,148,942816
153,273046.bvi,40,942964
154,273088.bvi,40,943004
155,348611.bvi,40,943044
156,348636.bvi,40,943084
157,348648.bvi,40,943124
158,348653.bvi,40,943164
159,272096.bvi,40,943204
160,215029.bvi,40,943244
161,215060.bvi,40,943284
162,215083.bvi,40,943324
163,591183.bvi,18452,943364
164,515235.bvi,148,961816
165,219543.bvi,40,961964
166,219565.bvi,40,962004
167,219590.bvi,40,962044
168,128754.bvi,40,962084
169,128916.bvi,40,962124
170,128933.bvi,40,962164
171,128950.bvi,40,962204
172,128967.bvi,40,962244
173,128984.bvi,40,962284
174,129002.bvi,40,962324
175,129021.bvi,220,962364
176,133048.bvi,400,962584
177,129044.bvi,400,962984
178,129064.bvi,616,963384
179,129086.bvi,148,964000
180,129105.bvi,40,964148
181,129124.bvi,1192,964188
182,129144.bvi,508,965380
183,135017.bvi,40,965888
184,225493.bvi,3604,965928
185,320319.bvi,184,969532
186,321604.bvi,184,969716
187,131464.bvi,472,969900
188,131496.bvi,652,970372
189,131526.bvi,472,971024
190,131557.bvi,616,971496
191,131587.bvi,832,972112
192,132200.bvi,616,972944
193,132229.bvi,544,973560
194,345000.bvi,1408,974104
195,191418.bvi,76,975512
196,128763.bvi,1624,975588
197,127428.bvi,1876,977212
198,127562.bvi,1624,979088
199,127604.bvi,3424,980712
200,127726.bvi,1552,984136
201,127760.bvi,1516,985688
202,127800.bvi,1264,987204
203,127858.bvi,2164,988468
204,127910.bvi,508,990632
205,127959.bvi,940,991140
206,126741.bvi,688,992080
207,278454.bvi,652,992768
208,296446.bvi,760,993420
209,128818.bvi,724,994180
210,128851.bvi,1336,994904
211,278535.bvi,1228,996240
212,128079.bvi,1876,997468
213,128878.bvi,3316,999344
214,128146.bvi,2920,1002660
215,134163.bvi,40,1005580
216,134206.bvi,40,1005620
217,132552.bvi,2308,1005660
218,133222.bvi,2200,1007968
219,136424.bvi,2272,1010168
220,284181.bvi,400,1012440
221,131117.bvi,472,1012840
222,275610.bvi,472,1013312
223,131706.bvi,1084,1013784
224,131730.bvi,868,1014868
225,136049.bvi,904,1015736
226,275365.bvi,796,1016640
227,132594.bvi,832,1017436
228,132643.bvi,1480,1018268
229,129376.bvi,652,1019748
230,131437.bvi,40,1020400
231,131626.bvi,40,1020440
232,131654.bvi,40,1020480
233,131672.bvi,40,1020520
234,131689.bvi,40,1020560
235,135779.bvi,3208,1020600
236,142537.bvi,76,1023808
237,132169.bvi,364,1023884
238,132276.bvi,652,1024248
239,132440.bvi,1552,1024900
240,132149.bvi,184,1026452
241,132341.bvi,112,1026636
242,148521.bvi,436,1026748
243,132722.bvi,472,1027184
244,132756.bvi,436,1027656
245,133268.bvi,1372,1028092
246,129409.bvi,796,1029464
247,275421.bvi,760,1030260
248,135392.bvi,508,1031020
249,275546.bvi,472,1031528
250,142861.bvi,220,1032000
251,142840.bvi,220,1032220
252,132520.bvi,436,1032440
253,308903.bvi,184,1032876
254,335473.bvi,1840,1033060
255,255897.bvi,184,1034900
256,300298.bvi,1084,1035084
257,212125.bvi,1192,1036168
258,173289.bvi,1048,1037360
259,133074.bvi,544,1038408
260,133102.bvi,364,1038952
261,133128.bvi,544,1039316
262,133150.bvi,436,1039860
263,300342.bvi,760,1040296
264,129282.bvi,616,1041056
265,129312.bvi,760,1041672
266,129339.bvi,940,1042432
267,173246.bvi,76,1043372
268,72957.bvi,40,1043448
269,73074.bvi,40,1043488
270,73118.bvi,40,1043528
271,73120.bvi,40,1043568
272,322436.bvi,76,1043608
273,322521.bvi,40,1043684
274,309286.bvi,40,1043724
275,309261.bvi,40,1043764
276,137019.bvi,112,1043804
277,173979.bvi,40,1043916
278,136993.bvi,112,1043956
279,137044.bvi,112,1044068
280,173911.bvi,40,1044180
281,137072.bvi,112,1044220
282,137179.bvi,112,1044332
283,173974.bvi,40,1044444
284,157036.bvi,148,1044484
285,185023.bvi,148,1044632
286,297171.bvi,40,1044780
287,185255.bvi,40,1044820
288,156828.bvi,40,1044860
289,156319.bvi,40,1044900
290,156291.bvi,40,1044940
291,185161.bvi,40,1044980
292,185165.bvi,40,1045020
293,185169.bvi,40,1045060
294,185224.bvi,40,1045100
295,322424.bvi,76,1045140
296,334347.bvi,76,1045216
297,180322.bvi,76,1045292
298,59101.bvi,1120,1045368
299,74092.bvi,1372,1046488
300,146572.bvi,1516,1047860
301,146635.bvi,2740,1049376
302,49465.bvi,1012,1052116
303,173467.bvi,796,1053128
304,43829.bvi,1840,1053924
305,40371.bvi,1192,1055764
306,174384.bvi,1048,1056956
307,179709.bvi,868,1058004
308,142576.bvi,688,1058872
309,33252.bvi,1192,1059560
310,407417.bvi,292,1060752
311,141389.bvi,436,1061044
312,129185.bvi,760,1061480
313,129211.bvi,220,1062240
314,129233.bvi,184,1062460
315,129257.bvi,580,1062644
316,277329.bvi,1408,1063224
317,132871.bvi,1444,1064632
318,277452.bvi,400,1066076
319,132891.bvi,436,1066476
320,277500.bvi,1336,1066912
321,132912.bvi,1480,1068248
322,132938.bvi,868,1069728
323,132997.bvi,328,1070596
324,133021.bvi,508,1070924
325,64863.bvi,328,1071432
326,133173.bvi,292,1071760
327,582813.bvi,40,1072052
328,533022.bvi,40,1072092
329,528342.bvi,292,1072132
330,528359.bvi,436,1072424
331,528448.bvi,328,1072860
332,527567.bvi,40,1073188
333,540781.bvi,11966,1073228
334,540788.bvi,6314,1085194
335,540444.bvi,18640,1091508
336,540455.bvi,14476,1110148
337,540463.bvi,21712,1124624
338,540471.bvi,856,1146336
339,540478.bvi,7976,1147192
340,540485.bvi,6440,1155168
341,540492.bvi,4928,1161608
342,540505.bvi,6836,1166536
343,540512.bvi,7290,1173372
344,541723.bvi,10246,1180662
345,540528.bvi,1954,1190908
346,540534.bvi,6918,1192862
347,540769.bvi,5626,1199780
348,540761.bvi,12100,1205406
349,540795.bvi,832,1217506
350,541088.bvi,19900,1218338
351,540321.bvi,10108,1238238
352,540337.bvi,20848,1248346
353,540349.bvi,13504,1269194
354,540360.bvi,2368,1282698
355,540370.bvi,12316,1285066
356,540381.bvi,19108,1297382
357,540391.bvi,8836,1316490
358,540402.bvi,4264,1325326
359,540414.bvi,5572,1329590
360,540424.bvi,4384,1335162
361,540656.bvi,2368,1339546
362,540677.bvi,604,1341914
363,540688.bvi,16756,1342518
364,541108.bvi,8622,1359274
365,540543.bvi,6784,1367896
366,540631.bvi,1792,1374680
367,541083.bvi,112,1376472
368,541084.bvi,40,1376584
369,540554.bvi,3794,1376624
370,540807.bvi,40,1380418
371,387396.bvi,40,1380458
372,387398.bvi,40,1380498
373,192320.bvi,292,1380538
374,192619.bvi,400,1380830
375,193328.bvi,76,1381230
376,192003.bvi,364,1381306
377,192080.bvi,184,1381670
378,192343.bvi,40,1381854
379,192597.bvi,436,1381894
380,192060.bvi,364,1382330
381,192102.bvi,184,1382694
382,504454.bvi,3460,1382878
383,396502.bvi,76,1386338
384,395448.bvi,5368,1386414
385,395636.bvi,184,1391782
386,397509.bvi,1300,1391966
387,395652.bvi,796,1393266
388,396275.bvi,256,1394062
389,396283.bvi,400,1394318
390,396757.bvi,292,1394718
391,459849.bvi,976,1395010
392,395524.bvi,364,1395986
393,395543.bvi,1156,1396350
394,397711.bvi,508,1397506
395,397724.bvi,832,1398014
396,532691.bvi,76,1398846
397,532333.bvi,508,1398922
398,532346.bvi,328,1399430
399,532364.bvi,292,1399758
400,532576.bvi,544,1400050
401,532398.bvi,328,1400594
402,532410.bvi,328,1400922
403,532464.bvi,364,1401250
404,532479.bvi,760,1401614
405,532494.bvi,940,1402374
406,532508.bvi,1084,1403314
407,530515.bvi,1480,1404398
408,532528.bvi,400,1405878
409,390074.bvi,40,1406278
410,390333.bvi,940,1406318
411,390071.bvi,40,1407258
412,390072.bvi,40,1407298
413,541725.bvi,8860,1407338
414,488580.bvi,40,1416198
415,488541.bvi,508,1416238
416,489372.bvi,400,1416746
417,493503.bvi,436,1417146
418,492794.bvi,3892,1417582
419,492891.bvi,508,1421474
420,492915.bvi,364,1421982
421,492936.bvi,1768,1422346
422,493553.bvi,436,1424114
423,492871.bvi,940,1424550
424,492831.bvi,3820,1425490
425,492970.bvi,688,1429310
426,492989.bvi,652,1429998
427,493005.bvi,652,1430650
428,493786.bvi,40,1431302
429,488561.bvi,472,1431342
430,488571.bvi,472,1431814
431,385022.bvi,1012,1432286
432,385073.bvi,256,1433298
433,390480.bvi,688,1433554
434,385865.bvi,328,1434242
435,390073.bvi,40,1434570
436,385355.bvi,652,1434610
437,385090.bvi,292,1435262
438,385882.bvi,400,1435554
439,492987.bvi,1516,1435954
440,333409.bvi,688,1437470
441,355280.bvi,40,1438158
442,355261.bvi,76,1438198
443,355285.bvi,832,1438274
444,355295.bvi,832,1439106
445,502877.bvi,328,1439938
446,503089.bvi,184,1440266
447,502842.bvi,1516,1440450
448,502865.bvi,436,1441966
449,503104.bvi,184,1442402
450,355301.bvi,292,1442586
451,355307.bvi,76,1442878
452,355310.bvi,400,1442954
453,355316.bvi,400,1443354
454,356630.bvi,40,1443754
455,355515.bvi,148,1443794
456,503066.bvi,184,1443942
457,355519.bvi,328,1444126
458,502948.bvi,40,1444454
459,503303.bvi,40,1444494
460,355527.bvi,112,1444534
461,355536.bvi,76,1444646
462,355543.bvi,40,1444722
463,355545.bvi,40,1444762
464,355547.bvi,40,1444802
465,355549.bvi,3244,1444842
466,588747.bvi,832,1448086
467,355571.bvi,472,1448918
468,588750.bvi,2092,1449390
469,355753.bvi,760,1451482
470,355590.bvi,868,1452242
471,355594.bvi,688,1453110
472,355603.bvi,508,1453798
473,355742.bvi,1156,1454306
474,355622.bvi,76,1455462
475,355627.bvi,832,1455538
476,355645.bvi,976,1456370
477,355655.bvi,364,1457346
478,355663.bvi,76,1457710
479,355667.bvi,184,1457786
480,355671.bvi,2092,1457970
481,355706.bvi,1660,1460062
482,355715.bvi,760,1461722
483,355724.bvi,580,1462482
484,355730.bvi,616,1463062
485,355855.bvi,112,1463678
486,360334.bvi,112,1463790
487,355859.bvi,112,1463902
488,355862.bvi,112,1464014
489,355865.bvi,112,1464126
490,355868.bvi,112,1464238
491,355871.bvi,112,1464350
492,355874.bvi,112,1464462
493,356367.bvi,616,1464574
494,500530.bvi,6530,1465190
495,489160.bvi,328,1471720
496,489165.bvi,8392,1472048
497,356381.bvi,292,1480440
498,356385.bvi,148,1480732
499,356388.bvi,616,1480880
500,356391.bvi,400,1481496
501,356394.bvi,472,1481896
502,356397.bvi,40,1482368
503,356399.bvi,40,1482408
504,356401.bvi,40,1482448
505,356403.bvi,40,1482488
506,356405.bvi,40,1482528
507,356407.bvi,40,1482568
508,356409.bvi,40,1482608
509,356411.bvi,40,1482648
510,356413.bvi,40,1482688
511,496800.bvi,1012,1482728
512,496338.bvi,8140,1483740
513,496224.bvi,3136,1491880
514,496195.bvi,3928,1495016
515,496229.bvi,4036,1498944
516,496472.bvi,5836,1502980
517,498769.bvi,6592,1508816
518,496634.bvi,2488,1515408
519,496212.bvi,3676,1517896
520,496736.bvi,580,1521572
521,496227.bvi,220,1522152
522,496218.bvi,724,1522372
523,497149.bvi,184,1523096
524,333343.bvi,3388,1523280
525,333978.bvi,2488,1526668
526,334012.bvi,580,1529156
527,308577.bvi,112,1529736
528,308255.bvi,1048,1529848
529,309070.bvi,40,1530896
530,309095.bvi,508,1530936
531,308603.bvi,976,1531444
532,307919.bvi,436,1532420
533,308047.bvi,868,1532856
534,308115.bvi,328,1533724
535,308142.bvi,436,1534052
536,308169.bvi,472,1534488
537,334027.bvi,220,1534960
538,308535.bvi,40,1535180
539,308643.bvi,40,1535220
540,308668.bvi,148,1535260
541,308856.bvi,40,1535408
542,309010.bvi,40,1535448
543,309049.bvi,184,1535488
544,333495.bvi,1228,1535672
545,333524.bvi,580,1536900
546,333828.bvi,688,1537480
547,334039.bvi,1480,1538168
548,308222.bvi,616,1539648
549,308242.bvi,184,1540264
550,308492.bvi,40,1540448
551,309211.bvi,400,1540488
552,310566.bvi,76,1540888
553,310574.bvi,112,1540964
554,310584.bvi,112,1541076
555,547370.bvi,4760,1541188
556,547294.bvi,16368,1545948
557,547289.bvi,15648,1562316
558,546876.bvi,19912,1577964
559,546899.bvi,1480,1597876
560,547227.bvi,8490,1599356
561,475042.bvi,1012,1607846
562,475060.bvi,2128,1608858
563,494992.bvi,40,1610986
564,494993.bvi,40,1611026
565,488662.bvi,1228,1611066
566,488838.bvi,364,1612294
567,488828.bvi,256,1612658
568,488807.bvi,40,1612914
569,141922.bvi,1732,1612954
570,209437.bvi,1732,1614686
571,277812.bvi,1732,1616418
572,419429.bvi,400,1618150
573,142148.bvi,436,1618550
574,344977.bvi,436,1618986
575,347879.bvi,436,1619422
576,142169.bvi,940,1619858
577,345045.bvi,940,1620798
578,347855.bvi,940,1621738
579,141999.bvi,1660,1622678
580,142476.bvi,40,1624338
581,142481.bvi,436,1624378
582,142196.bvi,256,1624814
583,345074.bvi,256,1625070
584,347986.bvi,256,1625326
585,142220.bvi,76,1625582
586,142233.bvi,184,1625658
587,142247.bvi,472,1625842
588,143571.bvi,112,1626314
589,277738.bvi,148,1626426
590,510002.bvi,976,1626574
591,405328.bvi,940,1627550
592,142509.bvi,220,1628490
593,419363.bvi,1120,1628710
594,419384.bvi,472,1629830
595,419396.bvi,796,1630302
596,588753.bvi,1660,1631098
597,345093.bvi,76,1632758
598,143210.bvi,28298,1632834
599,339274.bvi,1732,1661132
600,411803.bvi,1048,1662864
601,411890.bvi,220,1663912
602,411908.bvi,652,1664132
603,412170.bvi,220,1664784
604,412191.bvi,364,1665004
605,349670.bvi,4432,1665368
606,349687.bvi,1336,1669800
607,285843.bvi,1768,1671136
608,218758.bvi,652,1672904
609,52295.bvi,1156,1673556
610,276584.bvi,1156,1674712
611,52345.bvi,688,1675868
612,282589.bvi,652,1676556
613,347898.bvi,652,1677208
614,52378.bvi,1120,1677860
615,347938.bvi,1084,1678980
616,76708.bvi,1588,1680064
617,64831.bvi,1768,1681652
618,418231.bvi,1552,1683420
619,64703.bvi,1876,1684972
620,64818.bvi,508,1686848
621,65594.bvi,184,1687356
622,59277.bvi,220,1687540
623,65600.bvi,3132,1687760
624,64554.bvi,76,1690892
625,591566.bvi,7998,1690968
626,64556.bvi,148,1698966
627,64502.bvi,112,1699114
628,64513.bvi,184,1699226
629,64496.bvi,256,1699410
630,190881.bvi,1336,1699666
631,347387.bvi,1336,1701002
632,191488.bvi,40,1702338
633,347708.bvi,76,1702378
634,191463.bvi,40,1702454
635,509754.bvi,2560,1702494
636,509780.bvi,2560,1705054
637,401199.bvi,2560,1707614
638,465609.bvi,2560,1710174
639,192149.bvi,544,1712734
640,192236.bvi,256,1713278
641,218585.bvi,1588,1713534
642,168083.bvi,760,1715122
643,168134.bvi,256,1715882
644,168158.bvi,220,1716138
645,276371.bvi,580,1716358
646,546557.bvi,436,1716938
647,543127.bvi,14644,1717374
648,546567.bvi,24400,1732018
649,191645.bvi,40,1756418
650,191558.bvi,40,1756458
651,283155.bvi,40,1756498
652,191624.bvi,40,1756538
653,345218.bvi,40,1756578
654,191704.bvi,40,1756618
655,542778.bvi,328,1756658
656,542780.bvi,652,1756986
657,542782.bvi,688,1757638
658,542784.bvi,976,1758326
659,209929.bvi,904,1759302
660,209970.bvi,904,1760206
661,210005.bvi,904,1761110
662,542341.bvi,24724,1762014
663,542923.bvi,14056,1786738
664,401525.bvi,1336,1800794
665,191535.bvi,220,1802130
666,336704.bvi,832,1802350
667,354725.bvi,760,1803182
668,336746.bvi,40,1803942
669,339920.bvi,220,1803982
670,168392.bvi,760,1804202
671,349533.bvi,1840,1804962
672,349306.bvi,4792,1806802
673,349610.bvi,544,1811594
674,349063.bvi,652,1812138
675,349585.bvi,40,1812790
676,349097.bvi,2452,1812830
677,349129.bvi,1876,1815282
678,349203.bvi,1984,1817158
679,351042.bvi,40,1819142
680,349240.bvi,1264,1819182
681,349590.bvi,2308,1820446
682,353232.bvi,1876,1822754
683,353261.bvi,400,1824630
684,353282.bvi,652,1825030
685,353307.bvi,760,1825682
686,349261.bvi,1408,1826442
687,191439.bvi,3388,1827850
688,347487.bvi,3388,1831238
689,504212.bvi,1336,1834626
690,504217.bvi,40,1835962
691,503771.bvi,472,1836002
692,503917.bvi,1804,1836474
693,503799.bvi,2776,1838278
694,511281.bvi,1984,1841054
695,488616.bvi,256,1843038
696,488628.bvi,2092,1843294
697,488681.bvi,580,1845386
698,489237.bvi,724,1845966
699,488705.bvi,1624,1846690
700,488728.bvi,544,1848314
701,504328.bvi,2884,1848858
702,471673.bvi,40,1851742
703,471697.bvi,40,1851782
704,471870.bvi,40,1851822
705,470826.bvi,1264,1851862
706,470867.bvi,3676,1853126
707,470845.bvi,1624,1856802
708,470852.bvi,1804,1858426
709,471362.bvi,616,1860230
710,471372.bvi,1156,1860846
711,471382.bvi,580,1862002
712,471629.bvi,400,1862582
713,471633.bvi,580,1862982
714,350250.bvi,40,1863562
715,333066.bvi,652,1863602
716,351021.bvi,1408,1864254
717,333114.bvi,1552,1865662
718,333159.bvi,1480,1867214
719,333196.bvi,1048,1868694
720,333230.bvi,2128,1869742
721,333309.bvi,2236,1871870
722,333376.bvi,328,1874106
723,350340.bvi,508,1874434
724,188625.bvi,112,1874942
725,188683.bvi,76,1875054
726,188364.bvi,436,1875130
727,202234.bvi,40,1875566
728,535287.bvi,1192,1875606
729,535293.bvi,1228,1876798
730,536215.bvi,40,1878026
731,535281.bvi,436,1878066
732,536329.bvi,40,1878502
733,535269.bvi,760,1878542
734,535275.bvi,508,1879302
735,535257.bvi,472,1879810
736,535263.bvi,1192,1880282
737,535461.bvi,3676,1881474
738,535860.bvi,40,1885150
739,536824.bvi,54604,1885190
740,535245.bvi,364,1939794
741,535239.bvi,1768,1940158
742,535233.bvi,904,1941926
743,535227.bvi,2272,1942830
744,536253.bvi,1156,1945102
745,535302.bvi,1624,1946258
746,535452.bvi,2632,1947882
747,547279.bvi,11662,1950514
748,505359.bvi,76,1962176
749,591143.bvi,9230,1962252
750,591137.bvi,9230,1971482
751,545003.bvi,184,1980712
752,528467.bvi,40,1980896
753,491003.bvi,940,1980936
754,508587.bvi,544,1981876
755,508494.bvi,1732,1982420
756,425120.bvi,40,1984152
757,425948.bvi,40,1984192
758,422439.bvi,616,1984232
759,422762.bvi,1444,1984848
760,422545.bvi,1480,1986292
761,422660.bvi,760,1987772
762,422679.bvi,544,1988532
763,384416.bvi,40,1989076
764,422791.bvi,1516,1989116
765,422795.bvi,1660,1990632
766,422765.bvi,904,1992292
767,422500.bvi,616,1993196
768,389147.bvi,1336,1993812
769,389102.bvi,1408,1995148
770,390398.bvi,2020,1996556
771,382810.bvi,508,1998576
772,382830.bvi,796,1999084
773,382857.bvi,1084,1999880
774,382873.bvi,1444,2000964
775,465651.bvi,796,2002408
776,382908.bvi,796,2003204
777,383215.bvi,1660,2004000
778,383963.bvi,5224,2005660
779,384046.bvi,1444,2010884
780,411941.bvi,2956,2012328
781,423021.bvi,2992,2015284
782,383998.bvi,2452,2018276
783,488944.bvi,76,2020728
784,489995.bvi,436,2020804
785,491607.bvi,256,2021240
786,491656.bvi,76,2021496
787,491661.bvi,76,2021572
788,490490.bvi,40,2021648
789,491615.bvi,40,2021688
790,491624.bvi,364,2021728
791,491637.bvi,40,2022092
792,491642.bvi,220,2022132
793,491963.bvi,40,2022352
794,491970.bvi,220,2022392
795,491976.bvi,40,2022612
796,491995.bvi,364,2022652
797,485255.bvi,148,2023016
798,541517.bvi,6196,2023164
799,500691.bvi,5656,2029360
800,501465.bvi,148,2035016
801,501470.bvi,40,2035164
802,500901.bvi,1048,2035204
803,541764.bvi,364,2036252
804,541739.bvi,2620,2036616
805,541773.bvi,40,2039236
806,541743.bvi,3088,2039276
807,541749.bvi,1792,2042364
808,543040.bvi,220,2044156
809,543049.bvi,40,2044376
810,542008.bvi,76,2044416
811,543054.bvi,40,2044492
812,543057.bvi,220,2044532
813,543060.bvi,3568,2044752
814,541996.bvi,148,2048320
815,542004.bvi,40,2048468
816,541387.bvi,112,2048508
817,541790.bvi,184,2048620
818,541380.bvi,220,2048804
819,541785.bvi,928,2049024
820,541761.bvi,2788,2049952
821,490866.bvi,2416,2052740
822,489644.bvi,544,2055156
823,489800.bvi,544,2055700
824,489662.bvi,688,2056244
825,489666.bvi,688,2056932
826,489668.bvi,724,2057620
827,489663.bvi,364,2058344
828,507203.bvi,184,2058708
829,490066.bvi,1300,2058892
830,489660.bvi,688,2060192
831,489654.bvi,292,2060880
832,489793.bvi,292,2061172
833,496028.bvi,652,2061464
834,496061.bvi,616,2062116
835,496071.bvi,1840,2062732
836,517966.bvi,4000,2064572
837,524009.bvi,256,2068572
838,523893.bvi,4756,2068828
839,132781.bvi,760,2073584
840,510338.bvi,400,2074344
841,510347.bvi,1444,2074744
842,510427.bvi,40,2076188
843,591114.bvi,154226,2076228
844,591119.bvi,436,2230454
845,591123.bvi,832,2230890
846,395533.bvi,1804,2231722
847,389952.bvi,436,2233526
848,389490.bvi,832,2233962
849,388624.bvi,580,2234794
850,388458.bvi,292,2235374
851,388477.bvi,544,2235666
852,389513.bvi,580,2236210
853,388593.bvi,1012,2236790
854,389551.bvi,796,2237802
855,523652.bvi,1048,2238598
856,523680.bvi,256,2239646
857,523685.bvi,508,2239902
858,523690.bvi,2956,2240410
859,356829.bvi,760,2243366
860,390030.bvi,2668,2244126
861,390037.bvi,544,2246794
862,489874.bvi,472,2247338
863,539575.bvi,37156,2247810
864,539461.bvi,38596,2284966
865,489869.bvi,436,2323562
866,490101.bvi,436,2323998
867,512611.bvi,472,2324434
868,489866.bvi,256,2324906
869,397610.bvi,112,2325162
870,397612.bvi,40,2325274
871,437508.bvi,1144,2325314
872,423279.bvi,17200,2326458
873,387204.bvi,8128,2343658
874,387212.bvi,4132,2351786
875,386954.bvi,7552,2355918
876,488856.bvi,4324,2363470
877,488987.bvi,40,2367794
878,505369.bvi,40,2367834
879,489322.bvi,976,2367874
880,488972.bvi,400,2368850
881,488979.bvi,184,2369250
882,504898.bvi,400,2369434
883,528904.bvi,1192,2369834
884,527002.bvi,868,2371026
885,527059.bvi,616,2371894
886,527088.bvi,40,2372510
887,516613.bvi,1660,2372550
888,516615.bvi,724,2374210
889,516617.bvi,1840,2374934
890,592723.bvi,73800,2376774
891,591653.bvi,35418,2450574
892,591656.bvi,15288,2485992
893,592725.bvi,167258,2501280
894,537426.bvi,40,2668538
895,526277.bvi,40,2668578
896,532102.bvi,40,2668618
897,471899.bvi,76,2668658
898,471904.bvi,76,2668734
899,471907.bvi,256,2668810
900,581634.bvi,1156,2669066
901,180749.bvi,148,2670222
902,519237.bvi,256,2670370
903,517385.bvi,148,2670626
904,519460.bvi,148,2670774
905,517752.bvi,76,2670922
906,518516.bvi,76,2670998
907,518497.bvi,76,2671074
908,518850.bvi,76,2671150
909,519439.bvi,112,2671226
910,504490.bvi,76,2671338
911,504497.bvi,40,2671414
912,504504.bvi,40,2671454
913,499299.bvi,40,2671494
914,534387.bvi,40,2671534
915,592716.bvi,7036,2671574
916,592854.bvi,4108,2678610
917,592627.bvi,4108,2682718
918,592629.bvi,5116,2686826
919,463446.bvi,724,2691942
920,504232.bvi,436,2692666
921,504247.bvi,112,2693102
922,504300.bvi,148,2693214
