artifact,sha256,publication_scope
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/01_RAW/CONTRACT_VERIFICATION_OUTPUT.txt,6F9F06D2A22B41DDF9AFFDD99F06D8C37C6752FA14D4060C5FEF6B5AB2A0DBEF,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/01_RAW/ENTRYPOINT_INSERT_OUTPUT.txt,BC02884DC47B6F83789E2B6DBE63EFACBC0CF224E5F23DFA58566A26C1AF9683,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/01_RAW/ENTRYPOINT_ROW_PROOF_OUTPUT.txt,CA9FF4585CC37368AA1F06C09A9D4DE5648ED05CE1F371661CF229FFAD4EAE94,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/01_RAW/GIT_CENSUS_PRE_COMMIT.txt,9FE86EE1420EA85457B1C0AF2D8F77716CD55B306595F21E2BE79177A4C66A0C,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/01_RAW/GIT_STATE_AT_START.txt,D0130B39EA5C6F83ED2C7595DC1CB69B1D2C89DFAAF7423F57603BD9B2255069,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/01_RAW/OM_APPEND_OUTPUT.txt,5531112CBF3CCEA5A90BFDD654452E24B4D4E922B47D6238893DF3FF5119C38F,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/01_RAW/PREFIX_PROOF_OUTPUT.txt,4EAE619807083BBF9BB4C0086E0C3995E354810867F281894BBCE849140527BC,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/01_RAW/PROJECT_OPERATING_MODEL.md.pre,C5BAAD439764CF593F419BA8E62198B2A08465B627B77D6DD126A4DE42FC8F94,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/01_RAW/R1_ARREARS_INVENTORY.txt,213677DEA05FE24C6B1787583806C47D92B713E37C9234D2625BCF5ED5360439,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/HANDOFF.md,5E1D93C38EDE244EF6BDDE9A36D300CE4F827093F833DC94F1F61AB2BD6B4AED,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/REPORT.md,A0A457FE36E110A9C3D10BE27B1EC38B3BD1C768820A25094E3BB1764A7BF8A4,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/STAGE_ACCEPTANCE_GATES.csv,02BCF3D376B418E3794764FF1D26F05065965D9B9ECA6A1C5F4BFDFF1DDD3079,COMMITTED_RUN_PACKAGE
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R1_20260906/01_RAW/AUDIT_ENTRYPOINT.md.state_at_block,58ECFB09BB4120CB8986BC990489100F63A32F5ADD06C9831544EE87D6C7DBC4,COMMITTED_ARREARS_R1_UNCHANGED
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R1_20260906/01_RAW/BLOCKED_BASE_MISMATCH.md,539ED8FDDA6E361A7E8008B31BCA74D9450CB163F70606FAA85EEA597706792D,COMMITTED_ARREARS_R1_UNCHANGED
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R1_20260906/01_RAW/GIT_STATE_AT_BLOCK.txt,7DFCC30BE3B76CBE8CE478F72ED34F1B970443AB53EC55EB6CC2EF839285BE5D,COMMITTED_ARREARS_R1_UNCHANGED
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R1_20260906/01_RAW/PROJECT_OPERATING_MODEL.md.state_at_block,C5BAAD439764CF593F419BA8E62198B2A08465B627B77D6DD126A4DE42FC8F94,COMMITTED_ARREARS_R1_UNCHANGED
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R1_20260906/01_RAW/TARGET_PATH_PRESENCE_AND_HASHES.txt,33F1994546CF7CEED7500701B12DB7082545B6610AFB23240236F4C41531B5C8,COMMITTED_ARREARS_R1_UNCHANGED
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R1_20260906/artifact_index.csv,CE0520E21307235DF72B5848F107289FCFCBD2491F719A869014334CE8EC31C6,COMMITTED_ARREARS_R1_UNCHANGED
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R1_20260906/HANDOFF.md,22FCD209482C914C517E41ED7942CAFFE6E3ACFE9B71E7B3928849F1D7691A5B,COMMITTED_ARREARS_R1_UNCHANGED
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R1_20260906/REPORT.md,59C1F088D44C3E0ECEE445217DF28C591C413109D721DA695E631CE07CF537E4,COMMITTED_ARREARS_R1_UNCHANGED
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R1_20260906/STAGE_ACCEPTANCE_GATES.csv,6D689C4E824481FDD5B2B5C29FAA519E893DA51ABF2655FD6F35E5BC47706E66,COMMITTED_ARREARS_R1_UNCHANGED
docs/audits/PE_OPERATING_MODEL_AMENDMENT_A1_R2_20260906/artifact_index.csv,SELF_REFERENCE_NOT_POSSIBLE (a file cannot contain its own SHA256),COMMITTED_RUN_PACKAGE
