run,original_manifest,original_manifest_sha256,original_row,artifact,role,sha256,hash_status,resolved_full_path,path_status,scope_class
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","26","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MORPH_QUANT_R34_20260904_164538\REPORT.md","evidence pointer (verified to exist) [in-driver]","BD718021E5932DC8BC242AC14C294094670E846AD65ED50D0A2A9B0962AD33E8","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MORPH_QUANT_R34_20260904_164538\REPORT.md","RESOLVED","POST_EDIT_OUTPUT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","27","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MORPH_UNKNOWN325_R21_20260904_144453\REPORT.md","evidence pointer (verified to exist) [in-driver]","AB8101953D4895662E8E776B27BBCD846BC3852EA72AB02A0981DDE64036407F","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_MORPH_UNKNOWN325_R21_20260904_144453\REPORT.md","RESOLVED","POST_EDIT_OUTPUT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","28","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_RARE_VARIANTS_R31_20260904_154509\REPORT.md","evidence pointer (verified to exist) [in-driver]","0A9EAA05D6A50A60CC17D6E4DA4B8ADC2458D054D685F9E3F197E84644382784","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_RARE_VARIANTS_R31_20260904_154509\REPORT.md","RESOLVED","POST_EDIT_OUTPUT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","29","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_TEXT_MODES_R38_20260904_175053\REPORT.md","evidence pointer (verified to exist) [in-driver]","9ACA34E6CBF388EBB2A893B5E47B10F601E6B788A7EE8E6ED926C90D851894BC","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_TEXT_MODES_R38_20260904_175053\REPORT.md","RESOLVED","POST_EDIT_OUTPUT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","30","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_TEXT_NAMED_DIRECTIVES_R25_20260904_144944\REPORT.md","evidence pointer (verified to exist) [in-driver]","D643F8653EB3BBA8861A22DA7616807B095CC6450982A102C0E999B8DD23039D","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_TEXT_NAMED_DIRECTIVES_R25_20260904_144944\REPORT.md","RESOLVED","POST_EDIT_OUTPUT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","31","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_TEXT_PARAM_SEM_R23_20260904_144748\REPORT.md","evidence pointer (verified to exist) [in-driver]","D9CC17051409310F89FE46EAF029221FA910053AC4F64784539421EF540B535B","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_TEXT_PARAM_SEM_R23_20260904_144748\REPORT.md","RESOLVED","POST_EDIT_OUTPUT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","32","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_VIEWPORT_DECODE_R8_20260904_125635\02_results\VIEWPORT_CENSUS.json","evidence pointer (verified to exist) [in-driver]","3E695E24FB6E1597AC2145D5E83F6820F252162424EF3B008DFB5AE1AEBF770E","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_VIEWPORT_DECODE_R8_20260904_125635\02_results\VIEWPORT_CENSUS.json","RESOLVED","IMMUTABLE_SNAPSHOT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","33","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_WIKI_AUDIT_R39_20260904_180213\REPORT.md","evidence pointer (verified to exist) [in-driver]","90A39FB7BAFA5961E9B9A79D9C311F12096F1F4843CE1241E7385822450C992E","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_WIKI_AUDIT_R39_20260904_180213\REPORT.md","RESOLVED","POST_EDIT_OUTPUT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","34","(post-write rows: REPORT.md, HANDOFF.md, and any evidence checked after the run are appended by the agent with real SHA-256 — R29-R36 precedent)","","","NO_HASH_FIELD","","UNRESOLVED_ALIAS","IMMUTABLE_SNAPSHOT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","35","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016\REPORT.md","package file (post-write real hash — R29-R36 precedent) [post-write]","3B453EDE4B807EDBDFF53C92D68F9D182E7E9CBBFADC89C7BA0D3872C2F7D4CC","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016\REPORT.md","RESOLVED","POST_EDIT_OUTPUT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","36","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016\HANDOFF.md","package file (post-write real hash — R29-R36 precedent) [post-write]","D9D38C987D240B4118EB3A8E4CD440EE4B0DE96025C913C82D581939B41E4BD5","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016\HANDOFF.md","RESOLVED","POST_EDIT_OUTPUT"
"PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016","99_Audits/PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016/artifact_index.csv","00bd39047ca1f7741e5e9cf14b651ce9ac06ec8f667ba94605a0bca3d45e1aab","37","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016\STAGE_ACCEPTANCE_GATES.csv","package file (post-write real hash — R29-R36 precedent) [post-write]","C4477D0ABB3C4325B078711229E909630AD91F24705C64B993822DFE535CCC22","MATCH","D:\Eudoria_Reconstruction\99_Audits\PE_NIF_SEMANTICS_ENRICH_R40_20260904_182016\STAGE_ACCEPTANCE_GATES.csv","RESOLVED","POST_EDIT_OUTPUT"
